ID,Is_Lead
9IDA3L7P,0.1366945
ASOWCMDB,0.050561924
KZ5J2JGC,0.85838115
D5UCFKTV,0.048317388
2N8FFP7W,0.04044516
SA36MTFS,0.020388816
8UDMURUH,0.10973777
7VSQV6QN,0.100525945
IFUG9NC5,0.043981683
EQXDLQRG,0.18712409
JAR8YY9J,0.06427856
BS4TAF6M,0.052608173
WQJ9SPT9,0.7548619
7QHT4ON2,0.054527476
FNGPQN7B,0.12756492
DDOMDZRU,0.59555197
QYR9HXHP,0.23425412
S4NGXFXY,0.010758365
NOJ2KSCC,0.8393667
ZD2JRUNB,0.42896667
GZIPTSNN,0.06548113
LCFYUVE9,0.8447909
PPANVU9W,0.049047485
DRPV9STB,0.09279117
AFSPF3WZ,0.9898583
GPXEUNND,0.861539
NSADMDSM,0.0592857
CKWJU8RQ,0.48738706
F7MNZSSU,0.05773026
BDGVMPZY,0.57891107
IA3MSRTR,0.06939558
JD3WTPMG,0.33271936
QT6DF6EW,0.82636786
NVDEMCZ2,0.056401417
9B6UTJVT,0.056526363
U6QYES9J,0.023196364
DZQPDSPS,0.14186609
CRGXVSBF,0.8980934
XIHJYS2V,0.66240144
7X2MC5GZ,0.82918465
ZBDVXTM5,0.103519045
UUBQPBR5,0.063114665
CUMZFBTD,0.12706468
E7QXYSQN,0.021197105
6UQAJP48,0.088593654
QHWB768Y,0.052608173
R6RXMXOJ,0.15513855
WXQGZG5K,0.028814903
GCUFKLHG,0.05773026
SJX4372M,0.052608173
VGEAMUZZ,0.118106134
ZWDXVKDF,0.88951087
WGMRCYLR,0.042580396
SI43K5CY,0.08001237
DSNBS2RS,0.18503618
XIMZCKSR,0.37280813
VEW9FXHT,0.02042239
JZJHDDDJ,0.4391236
4TYUR5HA,0.39045456
UHCDFDRX,0.2218535
E5QMOFUM,0.118106134
PSNVWDZH,0.052608173
5IQSWONG,0.059153367
CEAZEPY4,0.98995906
2TNRJXRX,0.021420732
BFROCARA,0.048549753
GRTJMRKM,0.018687744
6EDAM4EU,0.059445336
NRDB58KL,0.06298105
TCPJCWZR,0.035419624
KG8LD2BE,0.04764984
FHZ3XFDV,0.18239711
NZKCSDZ4,0.17428486
6DG6KJG4,0.052076284
BVPKDUNU,0.3837686
APR4PQ6X,0.046372425
HPWS8YFG,0.10699205
VRPBGTPU,0.055158716
XBCSX7G7,0.08104512
KEH3G8UA,0.1852037
WXNAVFLT,0.045681667
8J8NJ7M6,0.10013956
D4UW7Y85,0.050689667
SZRESXN7,0.04431737
UUQSXK5T,0.05446352
GPMUKOVY,0.362638
6FYOKAZ5,0.11805321
ENUB4N9S,0.21449602
KERBCSGE,0.989153
7HTA4C6J,0.8549802
4BTVMT6W,0.050176147
MR3J9USD,0.2853496
7S83FNQW,0.64068246
MSOKLC7S,0.03039097
GFMNATHU,0.04422459
NG4ABA6H,0.968096
3GFHRAQY,0.33928114
BCSGZZPE,0.11302548
PQ9MCGZC,0.06678574
K7N596CG,0.06693594
8RUL6JEE,0.053955425
CVOFJRMP,0.072789155
B4FQX4HG,0.04705648
W7HAQKDV,0.056401417
8C5PKJ7G,0.0592857
E4GQJZSQ,0.026152158
UENREGNV,0.8655787
CC4LYHEW,0.84409434
GDKGLTBT,0.105862096
G3ER8CGX,0.052608173
ZG4KT59X,0.027084377
LW93KJMZ,0.4366323
9AR5FBSQ,0.42568088
FHLWDMRV,0.08906393
EON5DCWD,0.9821156
J8UXTMYV,0.20164822
IXBW5HZH,0.028845822
LDHQB458,0.037744835
GNHTIKF3,0.045785595
8NO22KTE,0.027084377
SGJFSSJK,0.14901313
TD8D3NDD,0.05160034
8RQ27JGU,0.80137867
A8GKBMBO,0.7846609
ODVMNUDE,0.5181002
EA5CRL7L,0.027872413
6UI7RPCH,0.35338315
7BJYM94L,0.054093923
X3PZJF7F,0.43027267
YCSSMPV7,0.49853018
4EV9VXL8,0.4717741
IPNJFQTY,0.12527755
XPWNJRJC,0.01399559
3WHNSBRB,0.17071192
U245YKM8,0.04988753
68EFFKBB,0.8994372
NEUII7AB,0.9876473
F7CSLYWT,0.050150838
5EOMOZHG,0.1301725
6CYUTUFN,0.42107758
K7YUC8LF,0.2617423
LSMCXMXA,0.051036008
AALPBPBP,0.04999527
ZPX6VOH2,0.1252702
CDBFWQGM,0.08414789
JUQ76NJV,0.79257953
QHE7UULR,0.049914207
JRMNMZJA,0.06298105
GZ4EZZFX,0.14811857
9L9JFIAR,0.5858726
GTOE4RN4,0.13708112
CUYE7ST4,0.32173392
FFM6DHEA,0.8844727
5XUK7XLZ,0.452985
4HTGJEEZ,0.05831635
RWYBAMRG,0.10683267
RQZGBGGN,0.869602
ITVSUTU9,0.29160294
6UMDX7NQ,0.41410136
4IVKAFYY,0.49798003
ZKYOSQEU,0.5297819
9JYXIDL4,0.99799734
XNURWQBT,0.050689667
HVNIJFQC,0.04994646
CGGVBJKZ,0.9818731
JO9DV3NY,0.89217037
EYENUQR9,0.332218
FPU4ZI8H,0.064902425
2MALVTY4,0.0692172
QN4REV7D,0.054645237
27F5ZEQA,0.08418773
MKJUE4K2,0.10088687
4ECWF4DN,0.052076284
KWBJAQMY,0.042670775
3YAW8OEY,0.11710126
ZHHFH7H9,0.9166996
BO2822VM,0.1052247
NQZUPVUA,0.042141434
MUT2PZ7T,0.30448446
2MFKPCPS,0.8641727
4RLVOVMJ,0.63466907
JISGN7XF,0.0592857
NNOFHDAC,0.048549753
ODE23CPW,0.019602984
ZNTYNFME,0.27833995
NQM48VKU,0.10721038
DGVBCYY7,0.047199026
9F38NUKC,0.15588266
3Z7KCIZS,0.02406302
ERAX3STD,0.0571914
N9TCDYYG,0.04064172
R4UMWUZK,0.07149355
CPERTJBJ,0.12235182
4XK5BMA9,0.030954996
2PKDM5B2,0.042547625
SW5GTHZN,0.2876722
ATJAEQCJ,0.08264628
NHNXBSFY,0.17410378
NRGYTYZJ,0.04716897
UZNABWAT,0.052608173
CVP3VZN5,0.049590234
JEAYZXKC,0.050150838
87LFEVTZ,0.14703375
N7ZEJ2CQ,0.050150838
AQT3ADAP,0.07394081
WC8ROKF8,0.050689667
D9HWEXEV,0.10190043
MMHWGZCN,0.046151426
YKCAQFHU,0.16260615
NDPFBA9X,0.414609
3T6C7AEA,0.2665233
GZWB38J9,0.13807404
OFTXYNYQ,0.052608173
QYZQIXBJ,0.43485874
N7PJT5HO,0.074359335
JP2PNX9X,0.2203274
N3FUZDIH,0.050689667
UXKAVBLS,0.02532649
G24JWDKS,0.042141434
HQOKKQVX,0.17341088
HTXFVZZG,0.053754102
3TJKVA4J,0.044052362
CRGS7FPX,0.03883679
BTRJTMR3,0.12459914
ERLPQML7,0.021420732
9FDFXYAW,0.4959718
MEEKFDZZ,0.052608173
ZGY8ETLW,0.22334825
AXVUJHT9,0.05231956
35ILRW7D,0.46857974
DR2U5JQX,0.093075015
WHZ7CEY6,0.24343733
UCPMS2KF,0.052608173
HB6MJHDN,0.30193073
7NWFPJ2X,0.10964087
4QXD6K4K,0.190127
D6H3RTAZ,0.13629812
L67WSXUY,0.07869339
IXHVY78L,0.054175198
H6KE88O6,0.35348082
EAPKN7G8,0.99224114
GQXJSFJE,0.18202299
BVHSRABV,0.054146543
DUY76GFX,0.19129878
O7H9KPSD,0.44331065
6EDBA5AN,0.09614176
V24CAXFM,0.076815404
SERPSAWP,0.025063133
H47QYY5K,0.08069172
5TYQNFPE,0.293963
HGDB7KMR,0.4349653
DWH8Q2S3,0.19933787
USNBQZAK,0.03793364
I89VR4AB,0.07066311
ATZVVXWJ,0.46592838
HOKP6ZTS,0.074359335
ZDKT2SSW,0.06250642
DK5HJYQE,0.033815607
ABKW7FGW,0.05751916
BCSW3W7T,0.052076284
6T4VNEWD,0.69305754
XBALBNYB,0.34147254
NWMJR3W5,0.047199026
Q5BJ4ULE,0.050150838
DOFSPEWD,0.8350507
ANX8FUBJ,0.050689667
KPR67SVO,0.023440575
44EV7IJE,0.02109572
VZEK4IOK,0.46028635
CZMKWRQN,0.054645237
VGQUQLXT,0.16034254
MS6GASNJ,0.023317484
4ENG9TKV,0.8215422
UHRRWLGR,0.051122516
APFSHZYP,0.044773754
M7MURWXC,0.41764322
3EOATQBT,0.056847833
MDZG7EZX,0.052608173
QZ6LSSTB,0.053218976
Y7EEZYYS,0.9273462
RYKLU6HL,0.042603515
CWQ8OAQ8,0.049712073
WSFUNE28,0.84916896
9PFQKPRB,0.045042444
MCLXWKBC,0.04839467
NWDXDZEN,0.32135564
EBLDBRDR,0.25312138
CJRW5JYT,0.44513452
CMMKRNUZ,0.24281318
EATPTPY3,0.045681667
J5AGUF6Q,0.076815404
8WYO2BBG,0.43161663
9EPXIMZB,0.045209117
UZERUG9W,0.1314735
QEQ79QUC,0.06507522
ZNHVE7QZ,0.0769321
PU3J43GY,0.84783053
HWDBXAUK,0.057287883
W74BHIAD,0.062539406
MGLDAPOA,0.052608173
BYFCPDX5,0.08728928
S2QDUDEJ,0.99762493
HBYRWBWL,0.020289613
8CIAWHWZ,0.86689276
ZFYFFXT5,0.13056669
UGIADHRB,0.050372276
JDDGRBSU,0.17178902
NBS2LTYW,0.3366222
DBKM3FRW,0.06724694
GLBHRXKB,0.024608659
9WDPTNCN,0.023440575
NVVVFQ9U,0.87797475
6AT635HW,0.10596893
HPHDI6NN,0.050150838
CPNAGJ95,0.059231862
FY6AFNCK,0.98897564
KWQAVZOE,0.8814525
HGBDE3LM,0.44061083
SYKEB6EV,0.057138387
9BROJWWS,0.45297393
CG8DGVAV,0.22220823
H7MT8CNK,0.060121723
GJVVWNKN,0.8523468
FXWTMJDG,0.10721038
OSNGFACM,0.059892453
PBFT55CF,0.9970149
4P8GFHSL,0.044204954
9ZZ4F4XF,0.45770678
CN4YERMU,0.8668118
8TUDLTWK,0.12389087
USFZPY7Z,0.020388816
VBJXREA8,0.02612026
9LBNXHQ2,0.09927065
PY6HCDWF,0.046151426
9VJMJR6X,0.072389886
4GAEJIQO,0.050052788
F34SD6YQ,0.045619905
HZ3BZVH6,0.15470432
9WVBAWEY,0.18533468
BPNYRSEH,0.2276818
7OGHEHO3,0.18712409
LRJZMHFT,0.062148783
PCHQW72T,0.46290332
BFJQGRFT,0.30448446
UVJ6UYBF,0.083817616
LRVO7MCH,0.248096
EAOF4EYO,0.811951
5HPCBEQQ,0.8463206
8FJBKABE,0.052608173
27J5UDAU,0.04422459
4MAT9RSM,0.90593445
SBDGZSY9,0.8829005
HPYN9M2Z,0.07667135
G7D2BESM,0.8077668
TWN7YQPN,0.048095778
BJRGMNFZ,0.14897054
9HFPJV3S,0.07042478
6WKJAUAG,0.044773754
BZUANVCU,0.20427002
NYWLDSFZ,0.8857155
LTW8JGAZ,0.054645237
IMDQJUTW,0.08010821
AVHZRCH8,0.24315928
LTSDWAVT,0.05794091
9WVKLADB,0.528232
GXDSQJS2,0.044204954
4IHXKUNA,0.38999897
BTYDUQPC,0.054645237
BKCNFM72,0.2376192
UMVSSZ9N,0.056631453
N2STVKOI,0.050689667
ZZJQB3EY,0.4684425
FZJK9GH7,0.05951149
NTIWWNVB,0.023369404
NBCRWUBE,0.16182667
UBPYOBYG,0.08450242
K8RKMGVW,0.6926136
HFTH3NC2,0.027206182
759LCPDE,0.20562169
DYKME2AY,0.8699689
VZHURNZD,0.021197105
EAJJBYHU,0.2825058
T97TKZNT,0.4654969
IXOEQ2YD,0.98535
BWKXTBCF,0.0793352
DNKPRVB3,0.280966
JQCF2PXG,0.044912565
GIABLCP4,0.049914207
FDIC7S35,0.64726156
5RTNFJEV,0.021420732
OBZ4CU77,0.09695162
XMVX6WEB,0.11520441
MHARJGPA,0.021908421
2QI5GPDU,0.49520662
AE2NBAJ3,0.021420732
MDLANJZG,0.007946455
7TAP99MA,0.2016686
A6AMKR2Z,0.24106933
DX69CFXV,0.06626454
HKCKEKV4,0.29243946
CBNWXPJJ,0.32135564
Z3SJXFCA,0.118106134
RHTCABWR,0.8616082
ILGMVREG,0.37894556
BZK32SSP,0.052608173
25RR4UGE,0.05481429
9ZQFVNWY,0.11572292
FFSTFCAA,0.062224977
MBEDAX9Z,0.08450242
IYERPTUY,0.14097556
SBNMNBJE,0.021420732
CPWDDHBP,0.2925112
EN5EXSVB,0.030437838
EFT7687S,0.07455946
DUPIVFIW,0.03793364
HTVBHNFH,0.050150838
GFTV6AXH,0.052608173
NTNK2ZYN,0.055894285
NZ2MDLPM,0.20470265
UU4ECFQ5,0.8962105
FFWGNGVJ,0.042150445
JDQIBLRI,0.050689667
ZAWUVVWA,0.047354426
FC24V4XD,0.16833982
EKTZZYA2,0.06573714
RVRMHDD8,0.028845822
3RASGR5Y,0.25093496
QRBESHHG,0.050689667
MXYLFHSV,0.062539406
TY85POPR,0.059037704
BHXO9INE,0.050176147
S2RKLYZH,0.46428436
98GUQS9R,0.4738946
6VD8FK4Y,0.06881695
FMUHBZHQ,0.06277674
IHQY3US8,0.8212831
VDSNW6DR,0.06311337
JF8E8TCY,0.14940381
EKVBDN5B,0.1412958
LJOYHFHT,0.039228775
8WBDXKKG,0.32387045
LNAASJ6O,0.048317388
HGTW39J8,0.0793352
AMYH3YSJ,0.11168948
QZRPEWE6,0.049914207
9RBSJHBJ,0.24421354
EFZ3ADG9,0.049187634
CMQX6K9J,0.16034254
DBVXEJCR,0.052608173
PLYKWBFR,0.04865689
7QNURUDE,0.04630291
M8TD2YPV,0.26420802
JVJZVKUJ,0.7993266
XVUVCSM8,0.55749625
C9CMNJEH,0.19406128
IQLV6HTY,0.06289057
ELG7YZUM,0.049408134
PU9KWVOH,0.5292189
HAYJGRRV,0.052608173
KBKUHSLA,0.12643711
USL6KBDY,0.042141434
ZGLCSKTI,0.09771703
9JQWNRGA,0.13226892
EBVUVT88,0.05627562
9ZU5GNSK,0.06507406
EC7NIRSV,0.052608173
JJ23TDTX,0.05000426
IZWY5RYD,0.08418686
TSYCNH93,0.054093923
QSY6Q77W,0.22387354
TOBSGQ3J,0.19152376
FKGE6YRE,0.36353448
MGAYPPJE,0.046151426
IJRFUH6V,0.15632644
KX9Y3LCV,0.052608173
2ZDDJYHE,0.78536695
NBMLMYQE,0.06298105
E8XWCECR,0.20154889
5FP4HKBU,0.14097556
FUKFFD3F,0.29064056
8BDSMQUY,0.042141434
39T7KUFC,0.037588835
HZSPWI2U,0.531888
LEJJKOWC,0.051036008
DR5F2HVS,0.8631532
BJA5TRWJ,0.3575018
NCVH9WFE,0.08418773
ME3XYUC5,0.8538846
VLCHSDHG,0.08238854
59CV3HQQ,0.11069895
JTAEBBQM,0.039219815
OBHDYLE2,0.25086766
EUEGA65T,0.04431737
MO9XWHWE,0.09002978
K3JSVGHE,0.052076284
JFHAQZQM,0.057225592
22IQJE4I,0.85337293
F57YH86H,0.044617042
BPNYWIPI,0.061586764
FJB78783,0.12643711
DIVE6ZUL,0.10379125
YACVPC9M,0.23657764
A3FM9UVE,0.052608173
9NE6ZC2Q,0.1055232
4NHTDBJN,0.10220329
3FH863BT,0.021420732
3UBBVIGN,0.30087197
NNP9TLV2,0.35348082
SA7VUUTE,0.03964137
ROG7ONJG,0.4343668
ICEBXJHF,0.08906393
HFTYHFAZ,0.06463392
EC5IQBEK,0.030611439
VQPXGNJV,0.040148478
BNE8WOYV,0.8775865
MKEXSYJN,0.06693594
B2MY2KQE,0.11710126
GZVND3WE,0.39269483
JZ8ASRBZ,0.99778026
UMQWVVHH,0.88002264
MDGISGP7,0.04422459
JMVHKVGP,0.052867264
G5GPWASE,0.51202774
A9H3PMBD,0.043981683
DKEMLQCU,0.86650616
VVPNRFRF,0.9610464
AVIBMJNL,0.20779523
3FNEIWTQ,0.042585507
WMQIVFIH,0.06837481
GUSEEXX5,0.24306013
HZBZ7QMH,0.048549753
KMTZWEXS,0.021420732
62AXBXBL,0.05970324
FW6GESXM,0.03511909
A67RATVB,0.054093923
HUWJHKEG,0.049047485
KCHF33KH,0.12138208
CJUKTB4B,0.074083164
FA8NWHGK,0.12022892
6UZE4NSH,0.8303813
4UUZBMXW,0.17341088
QMRXRYDB,0.04422459
M3A5BVAC,0.982755
II63YKTB,0.07326929
4OYB27TY,0.2043699
IEN9X6H8,0.118994884
U9VVATUM,0.23075132
SFOYCMRR,0.69305754
O7WYJHA5,0.3366222
STEKRYHT,0.020289613
QSX9J6OF,0.5067538
EVT46GYN,0.015677419
IQHUPR8Z,0.07319787
98WUTF8M,0.02333027
5JUSHPUM,0.050150838
9FMK8FZU,0.047199026
WPWW4JUN,0.60213304
8QUXAAHS,0.14097556
EU8RGIP7,0.063811995
BFT7ZJQO,0.050150838
4EQAO8W3,0.9378449
F3RWQSVQ,0.17076978
FUA3S84W,0.043902114
G9WITTNH,0.04999527
TE4CM6N8,0.9891164
L93TY7Q6,0.03039097
MK46HOFS,0.26693514
NSUSAJ7C,0.032269847
ZQXJP6PH,0.18172503
YX6PNVKN,0.050150838
7V7IJDSU,0.17248695
BSDHE7F2,0.34960353
DV5EXZEZ,0.8280596
VDKS85PW,0.2568946
4W48SFHV,0.5106836
ANGVCUXZ,0.05831635
IOST7D8C,0.75706017
HAQAECZX,0.04065373
GAB49KQU,0.84604394
GEBCXWCU,0.08402674
JPT2DAGQ,0.52567804
RXYEGKFP,0.55511427
4R6HCRNW,0.03793364
MWRTSE9B,0.054688547
JAC7FJCA,0.46999773
5DCT43QX,0.023874015
GFZMAKDD,0.055608023
8WVWSZNF,0.05971178
KCBVOKZ8,0.82980114
NRCEX3F3,0.06299491
59KYREQZ,0.043945737
S2HTHOYG,0.052076284
98QJA4ZA,0.042585507
8S27HJRE,0.19888043
MTEWWARX,0.05831635
PH8LQUCB,0.2692967
BYB9URVZ,0.5692072
3TYYHEQU,0.06451666
WTOPV47E,0.8460656
HGNGPJXH,0.31496644
LE5M9QWH,0.063330665
7YR3Z54H,0.058054876
9DLYZCUW,0.9053562
RKYQQQL5,0.1674513
5UTFCCXZ,0.52398866
JCYRCTNE,0.81463945
AJIVJ4WE,0.25836965
JTCERL4D,0.06225522
XWS2DC9M,0.050457757
TVIX5INS,0.83945096
CIQZ4NJS,0.08756609
EJRPJ86R,0.052608173
HPQBQGWQ,0.050689667
FR38HJFG,0.86380756
JPXNNMXQ,0.4290963
HWED8UBF,0.83050543
CJ6ILARS,0.015677419
MBCCSXEA,0.07039615
4S84NTNM,0.0793352
ADGV3FDY,0.14896412
HSAJUCOR,0.4146185
HHV3JEXF,0.03867738
DHARALYV,0.11472961
KBVN65GH,0.06809019
UYHCQN7W,0.06487574
9VXSCU6F,0.06539849
F2DBEMXE,0.35928994
6VN358PX,0.081760824
T2J5Y8NB,0.021420732
HPXJGYEZ,0.9420971
CS5NAYPP,0.41847128
2UC6R5XE,0.82279855
KZ8TKYP4,0.04498636
Y8XIC3AH,0.097426094
GCT9PSGP,0.04452791
MPQQFX4I,0.04465578
8VCZYPZD,0.042529397
JCIQPZLE,0.03833471
AYSUMKSF,0.1343984
VVAVU9BN,0.23982915
F3NBRACB,0.052076284
FPIGVTHX,0.067392156
X7XNXJVW,0.051036008
JEKWRXYH,0.4349653
MNGYZO5U,0.056372557
FXPCJ7GE,0.8929348
BUXRB7CD,0.08831271
JV4MCTHN,0.04239503
JUFQ5PVJ,0.5126069
ENLVSM6O,0.1570547
CJHC43KV,0.2995137
N4NSCGHE,0.29987004
FUVHQRWB,0.052076284
GTQHBCF7,0.4562771
DSB6DIRV,0.08733396
BVUKQQRV,0.03883679
KZCHX6LW,0.76097983
M5XAM7HE,0.052076284
YODUTYZU,0.8586517
JEREISWR,0.34307864
FTHIZFGT,0.27824962
7TCFIDRX,0.06763251
V8CRCBLR,0.050150838
XEDZWKEX,0.43438262
RAD4GZKE,0.052608173
FY8NXMD2,0.020388816
KVZXQCUM,0.3422439
JXRP92WY,0.036062654
IYA3LI6E,0.1055232
FXEUAUMU,0.24627346
KXVZ3BNR,0.023874015
FTDASK8G,0.5584763
JZQZ7RWM,0.06534266
HNPMBXDN,0.055158716
3SUTYK7Z,0.052608173
EHAW2L37,0.049047485
H5HWWKTM,0.14601699
BQVSKRPN,0.04364935
EUK3CR9A,0.14385985
VRMGCTGP,0.051078092
ENDZJZGR,0.0598603
NSSYQFVN,0.061698753
7TRWUSYQ,0.9979692
7Z6JWBCW,0.049712073
7DR4UVAZ,0.18123852
H7YECJLG,0.28921562
CUNTRPMN,0.85181737
VQQEMTVX,0.09604884
NWMFKQLZ,0.052608173
FIUW4SGY,0.052608173
JCVXZSJS,0.03740067
VZRUA5XP,0.45515913
923REBWY,0.04999527
3FKWHVLC,0.04999527
V8JTYKKL,0.17319056
A4MRC8NU,0.4868762
CQJTCLCJ,0.43687248
L9O3NMDQ,0.04431737
7DFWCHAN,0.04338673
NK7CWSGK,0.34105635
OLLGNEK9,0.044773754
KVOLRR62,0.059617955
KAI7SJGY,0.19706912
5LYDNC27,0.13251993
LPGW9PN3,0.118106134
4WA5JPWP,0.059874445
GCDXLWAN,0.15470432
7V6GQUOD,0.2995137
ENYQCCWM,0.030920573
B3BUXXA4,0.17434062
PC7INMMF,0.21750091
6PJ9NW3X,0.39463562
DXYC8WIG,0.87189704
DPKUYNJK,0.19505404
6ZRSCJ6J,0.86684424
CPX4EYVB,0.60198873
T28RFIEL,0.039945982
D4GXBMM8,0.08293099
JMQJAZHA,0.14601699
RZSFMVB9,0.45683107
T2QWMIDV,0.33007926
GRM6UHIW,0.04659935
X2SD7FMK,0.24467905
I4SENFDI,0.052608173
YSNU9M3K,0.7490538
USGXXPJH,0.528232
QPQZPSMH,0.064902425
QPZDTV5V,0.04994646
H28ZERNP,0.9863587
UNWHQWCY,0.08388755
7N8BRMDU,0.15612803
DFMGCWHV,0.11245627
8FP6ENF4,0.48065576
FAO6XGQE,0.07144205
X5FCJHQ5,0.03670401
GGFPEVFR,0.09043593
AP9SCCXC,0.10613981
WONWP8QB,0.051078092
CWEKUQ4P,0.603275
C5CGJVQZ,0.8311872
HO4YRWYD,0.13807404
HLIYGGYA,0.049408134
QKAJK2VB,0.44061083
ZEZT2RND,0.06298105
