ID,Is_Lead
IFUG9NC5,0.051853813
EQXDLQRG,0.20750773
JAR8YY9J,0.079749025
BS4TAF6M,0.053095326
WQJ9SPT9,0.85078603
7QHT4ON2,0.05333354
FNGPQN7B,0.13230875
DDOMDZRU,0.56167084
QYR9HXHP,0.20523717
S4NGXFXY,0.013049476
NOJ2KSCC,0.79175407
ZD2JRUNB,0.44977924
GZIPTSNN,0.042917833
LCFYUVE9,0.8515404
PPANVU9W,0.053610433
DRPV9STB,0.075889036
AFSPF3WZ,0.9771249
GPXEUNND,0.8560232
NSADMDSM,0.059340954
CKWJU8RQ,0.5404164
F7MNZSSU,0.05217888
BDGVMPZY,0.560142
IA3MSRTR,0.072901785
JD3WTPMG,0.28588706
QT6DF6EW,0.8202516
NVDEMCZ2,0.054825068
9B6UTJVT,0.06131771
U6QYES9J,0.021691538
DZQPDSPS,0.16506544
CRGXVSBF,0.8681463
XIHJYS2V,0.6217184
7X2MC5GZ,0.83572793
ZBDVXTM5,0.0471658
UUBQPBR5,0.073793575
CUMZFBTD,0.1041927
E7QXYSQN,0.02410143
6UQAJP48,0.10918904
QHWB768Y,0.054966412
R6RXMXOJ,0.18240665
WXQGZG5K,0.03852752
GCUFKLHG,0.050850585
SJX4372M,0.053317077
VGEAMUZZ,0.10439061
ZWDXVKDF,0.8185641
WGMRCYLR,0.05426868
SI43K5CY,0.08866079
DSNBS2RS,0.17250724
XIMZCKSR,0.37449643
VEW9FXHT,0.014413598
JZJHDDDJ,0.39449123
4TYUR5HA,0.42858726
UHCDFDRX,0.22527353
E5QMOFUM,0.10830675
PSNVWDZH,0.05605615
5IQSWONG,0.06839746
CEAZEPY4,0.9941801
2TNRJXRX,0.024063902
BFROCARA,0.04665974
GRTJMRKM,0.015349255
6EDAM4EU,0.08593305
NRDB58KL,0.050331052
TCPJCWZR,0.03454342
KG8LD2BE,0.03196768
FHZ3XFDV,0.14305037
NZKCSDZ4,0.18724738
6DG6KJG4,0.057875436
BVPKDUNU,0.35427204
APR4PQ6X,0.054040838
HPWS8YFG,0.11229896
VRPBGTPU,0.055604465
XBCSX7G7,0.032214645
KEH3G8UA,0.16863155
WXNAVFLT,0.049048476
8J8NJ7M6,0.103972115
D4UW7Y85,0.05323403
SZRESXN7,0.048981063
UUQSXK5T,0.059156183
GPMUKOVY,0.35027188
6FYOKAZ5,0.18289499
ENUB4N9S,0.18597701
KERBCSGE,0.99401253
7HTA4C6J,0.8231631
4BTVMT6W,0.06023924
MR3J9USD,0.24181615
7S83FNQW,0.5549404
MSOKLC7S,0.024489962
GFMNATHU,0.049774926
NG4ABA6H,0.95669436
3GFHRAQY,0.2892558
BCSGZZPE,0.15897915
PQ9MCGZC,0.07699736
K7N596CG,0.051445104
8RUL6JEE,0.06050736
CVOFJRMP,0.056908797
B4FQX4HG,0.049764067
W7HAQKDV,0.05796089
8C5PKJ7G,0.056742076
E4GQJZSQ,0.050814636
UENREGNV,0.7572983
CC4LYHEW,0.83893025
GDKGLTBT,0.063230716
G3ER8CGX,0.053234354
ZG4KT59X,0.024204483
LW93KJMZ,0.46582374
9AR5FBSQ,0.46200183
FHLWDMRV,0.093655236
EON5DCWD,0.99054074
J8UXTMYV,0.24701053
IXBW5HZH,0.04982645
LDHQB458,0.053557448
GNHTIKF3,0.049608205
8NO22KTE,0.026151907
SGJFSSJK,0.17160812
TD8D3NDD,0.0524235
8RQ27JGU,0.8562568
A8GKBMBO,0.7967697
ODVMNUDE,0.53697234
EA5CRL7L,0.05553582
6UI7RPCH,0.30156797
7BJYM94L,0.050668012
X3PZJF7F,0.42444867
YCSSMPV7,0.5185213
4EV9VXL8,0.4445629
IPNJFQTY,0.19760841
XPWNJRJC,0.04725484
3WHNSBRB,0.18628073
U245YKM8,0.049833767
68EFFKBB,0.8033842
NEUII7AB,0.99649954
F7CSLYWT,0.053811915
5EOMOZHG,0.1662189
6CYUTUFN,0.3964919
K7YUC8LF,0.2615282
LSMCXMXA,0.048648834
AALPBPBP,0.058224846
ZPX6VOH2,0.07552196
CDBFWQGM,0.10135294
JUQ76NJV,0.80096656
QHE7UULR,0.05269212
JRMNMZJA,0.062474046
GZ4EZZFX,0.15711986
9L9JFIAR,0.53938663
GTOE4RN4,0.15423039
CUYE7ST4,0.29895395
FFM6DHEA,0.8390956
5XUK7XLZ,0.43899634
4HTGJEEZ,0.054874256
RWYBAMRG,0.14546841
RQZGBGGN,0.8553987
ITVSUTU9,0.2357718
6UMDX7NQ,0.4040299
4IVKAFYY,0.46948376
ZKYOSQEU,0.5436479
9JYXIDL4,0.97144157
XNURWQBT,0.05589826
HVNIJFQC,0.048173707
CGGVBJKZ,0.9904867
JO9DV3NY,0.8754114
EYENUQR9,0.3506831
FPU4ZI8H,0.066864714
2MALVTY4,0.090070166
QN4REV7D,0.05185885
27F5ZEQA,0.07984885
MKJUE4K2,0.09704678
4ECWF4DN,0.057242487
KWBJAQMY,0.045631826
3YAW8OEY,0.10378171
ZHHFH7H9,0.873471
BO2822VM,0.12588488
NQZUPVUA,0.04586474
MUT2PZ7T,0.37101436
2MFKPCPS,0.83498037
4RLVOVMJ,0.6114105
JISGN7XF,0.05660707
NNOFHDAC,0.051823404
ODE23CPW,0.023436232
ZNTYNFME,0.2387654
NQM48VKU,0.11150981
DGVBCYY7,0.054209266
9F38NUKC,0.16252285
3Z7KCIZS,0.04303513
ERAX3STD,0.05558882
N9TCDYYG,0.044111546
R4UMWUZK,0.07733565
CPERTJBJ,0.110811114
4XK5BMA9,0.03819765
2PKDM5B2,0.05302337
SW5GTHZN,0.36186555
ATJAEQCJ,0.09697404
NHNXBSFY,0.17514187
NRGYTYZJ,0.051233325
UZNABWAT,0.05368342
CVP3VZN5,0.070349805
JEAYZXKC,0.051641576
87LFEVTZ,0.3023424
N7ZEJ2CQ,0.055672362
AQT3ADAP,0.056076277
WC8ROKF8,0.05294838
D9HWEXEV,0.07988132
MMHWGZCN,0.055013504
YKCAQFHU,0.27189836
NDPFBA9X,0.38400188
3T6C7AEA,0.23538108
GZWB38J9,0.049437147
OFTXYNYQ,0.053731054
QYZQIXBJ,0.477015
N7PJT5HO,0.067162484
JP2PNX9X,0.21576498
N3FUZDIH,0.05236611
UXKAVBLS,0.022088055
G24JWDKS,0.048036244
HQOKKQVX,0.19556944
HTXFVZZG,0.05789517
3TJKVA4J,0.04552584
CRGS7FPX,0.03795587
BTRJTMR3,0.100517265
ERLPQML7,0.024490764
9FDFXYAW,0.46805015
MEEKFDZZ,0.055868085
ZGY8ETLW,0.23618785
AXVUJHT9,0.052725498
35ILRW7D,0.45934767
DR2U5JQX,0.09682951
WHZ7CEY6,0.2527808
UCPMS2KF,0.053095326
HB6MJHDN,0.2580501
7NWFPJ2X,0.13476652
4QXD6K4K,0.17464101
D6H3RTAZ,0.11309028
L67WSXUY,0.07541666
IXHVY78L,0.06569434
H6KE88O6,0.36170176
EAPKN7G8,0.9943031
GQXJSFJE,0.17124686
BVHSRABV,0.05991042
DUY76GFX,0.16398403
O7H9KPSD,0.37092274
6EDBA5AN,0.0774538
V24CAXFM,0.08053576
SERPSAWP,0.024965545
H47QYY5K,0.06847831
5TYQNFPE,0.38494065
HGDB7KMR,0.4766215
DWH8Q2S3,0.19285238
USNBQZAK,0.05443017
I89VR4AB,0.06986133
ATZVVXWJ,0.49614224
HOKP6ZTS,0.07207981
ZDKT2SSW,0.056333646
DK5HJYQE,0.02988397
ABKW7FGW,0.08064842
BCSW3W7T,0.05548973
6T4VNEWD,0.5536536
XBALBNYB,0.28550667
NWMJR3W5,0.05335957
Q5BJ4ULE,0.054743767
DOFSPEWD,0.8344924
ANX8FUBJ,0.05294838
KPR67SVO,0.025041623
44EV7IJE,0.051683128
VZEK4IOK,0.47291768
CZMKWRQN,0.056391466
VGQUQLXT,0.17773743
MS6GASNJ,0.027704963
4ENG9TKV,0.8241104
UHRRWLGR,0.056060906
APFSHZYP,0.053470768
M7MURWXC,0.43465263
3EOATQBT,0.054147992
MDZG7EZX,0.055255577
QZ6LSSTB,0.06496986
Y7EEZYYS,0.8853577
RYKLU6HL,0.06637672
CWQ8OAQ8,0.054372024
WSFUNE28,0.8299613
9PFQKPRB,0.05500581
MCLXWKBC,0.049458954
NWDXDZEN,0.2864256
EBLDBRDR,0.17903355
CJRW5JYT,0.20166351
CMMKRNUZ,0.18916537
EATPTPY3,0.049538266
J5AGUF6Q,0.06969994
8WYO2BBG,0.35425428
9EPXIMZB,0.055436973
UZERUG9W,0.10299165
QEQ79QUC,0.06734238
ZNHVE7QZ,0.120239034
PU3J43GY,0.8439279
HWDBXAUK,0.05269212
W74BHIAD,0.072765045
MGLDAPOA,0.05572503
BYFCPDX5,0.11116952
S2QDUDEJ,0.9747064
HBYRWBWL,0.023645492
8CIAWHWZ,0.8378259
ZFYFFXT5,0.091620155
UGIADHRB,0.1140542
JDDGRBSU,0.23646928
NBS2LTYW,0.30502287
DBKM3FRW,0.07373016
GLBHRXKB,0.045418218
9WDPTNCN,0.023123477
NVVVFQ9U,0.8614219
6AT635HW,0.09971131
HPHDI6NN,0.0530263
CPNAGJ95,0.051131785
FY6AFNCK,0.9772653
KWQAVZOE,0.8862786
HGBDE3LM,0.43927747
SYKEB6EV,0.05965395
9BROJWWS,0.45243695
CG8DGVAV,0.23820321
H7MT8CNK,0.06484473
GJVVWNKN,0.8320704
FXWTMJDG,0.09829485
OSNGFACM,0.0766824
PBFT55CF,0.9410755
4P8GFHSL,0.04788997
9ZZ4F4XF,0.37937796
CN4YERMU,0.80581784
8TUDLTWK,0.14895861
USFZPY7Z,0.023803623
VBJXREA8,0.03958695
9LBNXHQ2,0.1708445
PY6HCDWF,0.052786168
9VJMJR6X,0.063674286
4GAEJIQO,0.046254337
F34SD6YQ,0.06238948
HZ3BZVH6,0.15462707
9WVBAWEY,0.17506176
BPNYRSEH,0.051769808
7OGHEHO3,0.19885851
LRJZMHFT,0.059806384
PCHQW72T,0.46163347
BFJQGRFT,0.40908432
UVJ6UYBF,0.10441698
LRVO7MCH,0.18491566
EAOF4EYO,0.8074289
5HPCBEQQ,0.8499146
8FJBKABE,0.055011872
27J5UDAU,0.048074212
4MAT9RSM,0.89126015
SBDGZSY9,0.8549253
HPYN9M2Z,0.05779757
G7D2BESM,0.7964168
TWN7YQPN,0.050495937
BJRGMNFZ,0.1555491
9HFPJV3S,0.0647834
6WKJAUAG,0.04938749
BZUANVCU,0.18387036
NYWLDSFZ,0.87154096
LTW8JGAZ,0.05344893
IMDQJUTW,0.05919571
AVHZRCH8,0.23647279
LTSDWAVT,0.049074672
9WVKLADB,0.49975568
GXDSQJS2,0.04680251
4IHXKUNA,0.38226932
BTYDUQPC,0.056023054
BKCNFM72,0.107107185
UMVSSZ9N,0.07243706
N2STVKOI,0.055051655
ZZJQB3EY,0.50103384
FZJK9GH7,0.063845545
NTIWWNVB,0.052815355
NBCRWUBE,0.17132296
UBPYOBYG,0.077125266
K8RKMGVW,0.5953482
HFTH3NC2,0.03782413
759LCPDE,0.19237436
DYKME2AY,0.8198447
VZHURNZD,0.021492451
EAJJBYHU,0.3496733
T97TKZNT,0.4835787
IXOEQ2YD,0.718946
BWKXTBCF,0.07007723
DNKPRVB3,0.25399244
JQCF2PXG,0.052027207
GIABLCP4,0.05113042
FDIC7S35,0.58661413
5RTNFJEV,0.023358433
OBZ4CU77,0.06514089
XMVX6WEB,0.1415994
MHARJGPA,0.045621246
2QI5GPDU,0.48241508
AE2NBAJ3,0.019698275
MDLANJZG,0.022549886
7TAP99MA,0.1747652
A6AMKR2Z,0.22343813
DX69CFXV,0.061607476
HKCKEKV4,0.2428653
CBNWXPJJ,0.29324755
Z3SJXFCA,0.10306599
RHTCABWR,0.89317274
ILGMVREG,0.29739857
BZK32SSP,0.054198388
25RR4UGE,0.05389171
9ZQFVNWY,0.116036795
FFSTFCAA,0.08437841
MBEDAX9Z,0.08033134
IYERPTUY,0.10885852
SBNMNBJE,0.022857739
CPWDDHBP,0.4237543
EN5EXSVB,0.034370683
EFT7687S,0.07843169
DUPIVFIW,0.052648533
HTVBHNFH,0.052428935
GFTV6AXH,0.05408378
NTNK2ZYN,0.061186224
NZ2MDLPM,0.17476289
UU4ECFQ5,0.85480076
FFWGNGVJ,0.048044458
JDQIBLRI,0.05589826
ZAWUVVWA,0.054313473
FC24V4XD,0.18283105
EKTZZYA2,0.06823034
RVRMHDD8,0.0556253
3RASGR5Y,0.2330309
QRBESHHG,0.053710088
MXYLFHSV,0.068568796
TY85POPR,0.0856997
BHXO9INE,0.049721062
S2RKLYZH,0.44827244
98GUQS9R,0.45775223
6VD8FK4Y,0.054266013
FMUHBZHQ,0.060188934
IHQY3US8,0.7970189
VDSNW6DR,0.07272241
JF8E8TCY,0.15629853
EKVBDN5B,0.16464902
LJOYHFHT,0.05461767
8WBDXKKG,0.44641513
LNAASJ6O,0.051601727
HGTW39J8,0.06820683
AMYH3YSJ,0.105756335
QZRPEWE6,0.053470768
9RBSJHBJ,0.26270753
EFZ3ADG9,0.052767064
CMQX6K9J,0.18489227
DBVXEJCR,0.055255577
PLYKWBFR,0.054601382
7QNURUDE,0.060189474
M8TD2YPV,0.2619419
JVJZVKUJ,0.8271089
XVUVCSM8,0.46951675
C9CMNJEH,0.20168214
IQLV6HTY,0.088576145
ELG7YZUM,0.04538854
PU9KWVOH,0.5082996
HAYJGRRV,0.055868085
KBKUHSLA,0.10112334
USL6KBDY,0.049429044
ZGLCSKTI,0.066592835
9JQWNRGA,0.11620667
EBVUVT88,0.051910073
9ZU5GNSK,0.18158025
EC7NIRSV,0.054051902
JJ23TDTX,0.06728113
IZWY5RYD,0.09038403
TSYCNH93,0.056444444
QSY6Q77W,0.23167022
TOBSGQ3J,0.23021759
FKGE6YRE,0.45305198
MGAYPPJE,0.050929632
IJRFUH6V,0.17723937
KX9Y3LCV,0.05454199
2ZDDJYHE,0.84337133
NBMLMYQE,0.057430383
E8XWCECR,0.18912153
5FP4HKBU,0.11305183
FUKFFD3F,0.27056712
8BDSMQUY,0.045882076
39T7KUFC,0.0586434
HZSPWI2U,0.47049892
LEJJKOWC,0.051025778
DR5F2HVS,0.8471591
BJA5TRWJ,0.35929984
NCVH9WFE,0.07970517
ME3XYUC5,0.85990983
VLCHSDHG,0.063786134
59CV3HQQ,0.15116031
JTAEBBQM,0.046724744
OBHDYLE2,0.23378567
EUEGA65T,0.04977523
MO9XWHWE,0.12713997
K3JSVGHE,0.05158772
JFHAQZQM,0.066681646
22IQJE4I,0.82735795
F57YH86H,0.060032465
BPNYWIPI,0.057024866
FJB78783,0.10178373
DIVE6ZUL,0.07341036
YACVPC9M,0.2477381
A3FM9UVE,0.0551676
9NE6ZC2Q,0.10523626
4NHTDBJN,0.093287006
3FH863BT,0.020565448
3UBBVIGN,0.33428162
NNP9TLV2,0.37119344
SA7VUUTE,0.0501577
ROG7ONJG,0.45316094
ICEBXJHF,0.08472091
HFTYHFAZ,0.06484473
EC5IQBEK,0.053957958
VQPXGNJV,0.048213553
BNE8WOYV,0.8526959
MKEXSYJN,0.061485965
B2MY2KQE,0.107444726
GZVND3WE,0.3554375
JZ8ASRBZ,0.9648737
UMQWVVHH,0.84552217
MDGISGP7,0.051673803
JMVHKVGP,0.038401157
G5GPWASE,0.53697234
A9H3PMBD,0.0518989
DKEMLQCU,0.8489382
VVPNRFRF,0.8816335
AVIBMJNL,0.22612274
3FNEIWTQ,0.05142058
WMQIVFIH,0.09567465
GUSEEXX5,0.29927817
HZBZ7QMH,0.04957853
KMTZWEXS,0.024579225
62AXBXBL,0.0914968
FW6GESXM,0.030400302
A67RATVB,0.056576405
HUWJHKEG,0.0494462
KCHF33KH,0.08574207
CJUKTB4B,0.07286929
FA8NWHGK,0.0736345
6UZE4NSH,0.8132431
4UUZBMXW,0.19766909
QMRXRYDB,0.052573618
M3A5BVAC,0.68458325
II63YKTB,0.06566262
4OYB27TY,0.20718428
IEN9X6H8,0.103185065
U9VVATUM,0.24031885
SFOYCMRR,0.5394601
O7WYJHA5,0.29912767
STEKRYHT,0.020954153
QSX9J6OF,0.31625214
EVT46GYN,0.035382565
IQHUPR8Z,0.068878576
98WUTF8M,0.021818882
5JUSHPUM,0.05450082
9FMK8FZU,0.051742144
WPWW4JUN,0.58819133
8QUXAAHS,0.11101973
EU8RGIP7,0.063957445
BFT7ZJQO,0.05174986
4EQAO8W3,0.8713677
F3RWQSVQ,0.24420162
FUA3S84W,0.04927897
G9WITTNH,0.06043093
TE4CM6N8,0.98511434
L93TY7Q6,0.026176972
MK46HOFS,0.2543265
NSUSAJ7C,0.035605658
ZQXJP6PH,0.14306061
YX6PNVKN,0.05458349
7V7IJDSU,0.24990098
BSDHE7F2,0.30478373
DV5EXZEZ,0.74677706
VDKS85PW,0.34903783
4W48SFHV,0.4588446
ANGVCUXZ,0.05324813
IOST7D8C,0.5609024
HAQAECZX,0.038976766
GAB49KQU,0.8210695
GEBCXWCU,0.07651624
JPT2DAGQ,0.53007776
RXYEGKFP,0.55304265
4R6HCRNW,0.05343154
MWRTSE9B,0.063001834
JAC7FJCA,0.41348904
5DCT43QX,0.02309454
GFZMAKDD,0.051524475
8WVWSZNF,0.05784957
KCBVOKZ8,0.81835544
NRCEX3F3,0.05762108
59KYREQZ,0.050502762
S2HTHOYG,0.05163597
98QJA4ZA,0.052368417
8S27HJRE,0.25828052
MTEWWARX,0.05499286
PH8LQUCB,0.2367472
BYB9URVZ,0.68086135
3TYYHEQU,0.079708755
WTOPV47E,0.8500274
HGNGPJXH,0.34049276
LE5M9QWH,0.0677346
7YR3Z54H,0.08960623
9DLYZCUW,0.8667836
RKYQQQL5,0.19594885
5UTFCCXZ,0.23402981
JCYRCTNE,0.8072956
AJIVJ4WE,0.22420661
JTCERL4D,0.07945851
XWS2DC9M,0.051922638
TVIX5INS,0.84121823
CIQZ4NJS,0.103506364
EJRPJ86R,0.055868085
HPQBQGWQ,0.05418552
FR38HJFG,0.83677804
JPXNNMXQ,0.45468712
HWED8UBF,0.850239
CJ6ILARS,0.032247733
MBCCSXEA,0.067125395
4S84NTNM,0.06714779
ADGV3FDY,0.16708454
HSAJUCOR,0.43631092
HHV3JEXF,0.044441484
DHARALYV,0.09052033
KBVN65GH,0.050704468
UYHCQN7W,0.06951471
9VXSCU6F,0.070912465
F2DBEMXE,0.20076847
6VN358PX,0.07242729
T2J5Y8NB,0.023986464
HPXJGYEZ,0.95184857
CS5NAYPP,0.45962003
2UC6R5XE,0.8092003
KZ8TKYP4,0.05523936
Y8XIC3AH,0.2050807
GCT9PSGP,0.04962669
MPQQFX4I,0.06598286
8VCZYPZD,0.05335703
JCIQPZLE,0.0502946
AYSUMKSF,0.110953346
VVAVU9BN,0.25932533
F3NBRACB,0.057903416
FPIGVTHX,0.06974474
X7XNXJVW,0.048884086
JEKWRXYH,0.47022843
MNGYZO5U,0.044352572
FXPCJ7GE,0.88134646
BUXRB7CD,0.070805475
JV4MCTHN,0.046234597
JUFQ5PVJ,0.45287573
ENLVSM6O,0.19218238
CJHC43KV,0.25214878
N4NSCGHE,0.40068284
FUVHQRWB,0.050629586
GTQHBCF7,0.3816091
DSB6DIRV,0.092671834
BVUKQQRV,0.033942744
KZCHX6LW,0.73479414
M5XAM7HE,0.05402832
YODUTYZU,0.8514556
JEREISWR,0.36485323
FTHIZFGT,0.19584027
7TCFIDRX,0.05787005
V8CRCBLR,0.05527771
XEDZWKEX,0.4374733
RAD4GZKE,0.055619244
FY8NXMD2,0.022732541
KVZXQCUM,0.37352827
JXRP92WY,0.036560573
IYA3LI6E,0.103247456
FXEUAUMU,0.23113927
KXVZ3BNR,0.025099244
FTDASK8G,0.558343
JZQZ7RWM,0.056330528
HNPMBXDN,0.057960484
3SUTYK7Z,0.053770993
EHAW2L37,0.049503908
H5HWWKTM,0.14140303
BQVSKRPN,0.06407443
EUK3CR9A,0.15066093
VRMGCTGP,0.046724807
ENDZJZGR,0.06456042
NSSYQFVN,0.063262895
7TRWUSYQ,0.9697837
7Z6JWBCW,0.054566197
7DR4UVAZ,0.1871818
H7YECJLG,0.27159336
CUNTRPMN,0.846254
VQQEMTVX,0.066937864
NWMFKQLZ,0.05467092
FIUW4SGY,0.052282482
JCVXZSJS,0.05067136
VZRUA5XP,0.4326195
923REBWY,0.055946115
3FKWHVLC,0.06002276
V8JTYKKL,0.15230887
A4MRC8NU,0.4766402
CQJTCLCJ,0.45886317
L9O3NMDQ,0.049702894
7DFWCHAN,0.05137793
NK7CWSGK,0.36922428
OLLGNEK9,0.054373212
KVOLRR62,0.06368138
KAI7SJGY,0.2201316
5LYDNC27,0.13360979
LPGW9PN3,0.10570283
4WA5JPWP,0.05422225
GCDXLWAN,0.1936159
7V6GQUOD,0.2502057
ENYQCCWM,0.031471565
B3BUXXA4,0.19719388
PC7INMMF,0.19375944
6PJ9NW3X,0.39114374
DXYC8WIG,0.88792497
DPKUYNJK,0.19449678
6ZRSCJ6J,0.8358417
CPX4EYVB,0.55154574
T28RFIEL,0.051170003
D4GXBMM8,0.074831106
JMQJAZHA,0.17033426
RZSFMVB9,0.43697459
T2QWMIDV,0.4034943
GRM6UHIW,0.05419152
X2SD7FMK,0.23476164
I4SENFDI,0.05436614
YSNU9M3K,0.6518227
USGXXPJH,0.50447595
QPQZPSMH,0.07652576
QPZDTV5V,0.050081853
H28ZERNP,0.95550233
UNWHQWCY,0.08111132
7N8BRMDU,0.06128533
DFMGCWHV,0.09831266
8FP6ENF4,0.49215883
FAO6XGQE,0.072542205
X5FCJHQ5,0.04917358
GGFPEVFR,0.09037989
AP9SCCXC,0.13609849
WONWP8QB,0.04913607
CWEKUQ4P,0.75495225
C5CGJVQZ,0.84444153
HO4YRWYD,0.04713944
HLIYGGYA,0.04416037
QKAJK2VB,0.4358179
